case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,numerical_error_floor,jw_magnitude_one_minus_overlap,fermionic_aware_one_minus_overlap,input_valid_comparison,graph_status,graph_source,graph_unavailable_reason,number_of_hermitian_fermionic_terms,number_of_mixed_occupied_virtual_parents,number_of_noncrossing_parents,total_parent_coefficient_mass,mixed_parent_coefficient_mass,noncrossing_parent_coefficient_mass,maximum_fermionic_support_size,graph_nodes,occupied_graph_nodes,virtual_graph_nodes,graph_edges,graph_density,graph_total_edge_weight,maximum_orbital_strength,occupied_hub_incident_weight_fraction,virtual_hub_incident_weight_fraction,effective_strength_orbitals,strength_gini,bipartite_weighted_freeman_centralization,mean_partition_weighted_freeman_centralization,occupied_weighted_freeman_centralization,virtual_weighted_freeman_centralization,whole_graph_same_weight_star_centralization,occupied_unweighted_degree_centralization,virtual_unweighted_degree_centralization,hub_orbital_index,ratio_valid,jw_magnitude_to_fermionic_ratio,log10_jw_magnitude_to_fermionic_ratio
B-H_1.29_hgbs-5_as-002-004,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-002-004.tensors.npz,B-H,1.29,hgbs-5,2,4,6,1e-12,6.015008491289109e-10,6.01500405039701e-10,True,success,reconstructed_from_full_molecular_pickle,,27.0,12.0,15.0,4.95157240946184,1.2011184276316638,3.750453981830175,4.0,6.0,2.0,4.0,8.0,0.5333333333333333,1.2877980822487216,0.6438990411243608,0.5,0.25000000000045297,5.333333333333332,0.16666666666696872,6.04008318921562e-13,3.02004159460781e-13,0.0,6.04008318921562e-13,0.25,0.0,0.0,0.0,True,1.0000007383024285,3.206405523201218e-07
B-H_1.29_hgbs-5_as-004-004,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-004-004.tensors.npz,B-H,1.29,hgbs-5,4,4,8,1e-12,4.354561156105774e-09,4.782336304742785e-09,True,success,reconstructed_from_full_molecular_pickle,,70.0,40.0,30.0,14.911195343505614,2.469680843031172,12.441514500474439,4.0,8.0,4.0,4.0,16.0,0.5714285714285714,2.796846152575458,0.7033597774192711,0.2514831846476742,0.2500000000004905,7.999859212928928,0.0022247769717565428,0.0019775795302322857,0.0009887897654431415,0.0019775795302322857,6.539971599151985e-13,0.0019775795302322792,0.0,0.0,0.0,True,0.9105510107658523,-0.04069571920067007
B-H_1.29_hgbs-5_as-004-006,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-004-006.tensors.npz,B-H,1.29,hgbs-5,4,6,10,1e-12,4.395084518549197e-09,4.7989086038313644e-09,True,success,active_tensor,,165.0,120.0,45.0,17.274654636153766,3.4420539829699743,13.8326006531838,4.0,10.0,4.0,6.0,24.0,0.5333333333333333,3.943595816950099,0.9861294005221576,0.2500584355738594,0.17927119929170696,9.556274206900309,0.11514881337930925,0.015125439150048324,0.007601676624263728,7.79140984791338e-05,0.015125439150048324,0.06257304446732419,0.0,0.0,2.0,True,0.9158508488868153,-0.0381752477073187
B-H_1.29_hgbs-5_as-004-008,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-004-008.tensors.npz,B-H,1.29,hgbs-5,4,8,12,1e-12,1.953607342564112e-08,2.5068024989138852e-08,True,success,active_tensor,,414.0,296.0,118.0,24.129862385481715,6.269141297134223,17.860721088347468,4.0,12.0,4.0,8.0,32.0,0.48484848484848486,8.62434633367997,2.161716611246658,0.2506528063239621,0.2011920251699064,10.056300484979444,0.24424593731215918,0.08707660019417873,0.04397350431306409,0.0008704084319494536,0.08707660019417873,0.10078336758875452,0.0,0.0,0.0,True,0.7793224011107958,-0.1082828400716302
B-H_1.29_hgbs-5_as-006-008,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-008.tensors.npz,B-H,1.29,hgbs-5,6,8,14,1e-12,2.2486482120775978e-08,2.5603570708021554e-08,True,success,active_tensor,,751.0,582.0,169.0,70.93710466751675,10.00427130597975,60.93283336153708,4.0,14.0,6.0,8.0,48.0,0.5274725274725275,13.40985725128745,2.6973721998206805,0.1701858384252272,0.2011484648400498,12.740990169729535,0.16865965311786202,0.08702681696005692,0.04562491153516477,0.004223006110272623,0.08702681696005692,0.06800654231339143,0.0,0.0,12.0,True,0.8782557080497762,-0.056379018915425134
B-H_1.29_hgbs-5_as-006-010,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-010.tensors.npz,B-H,1.29,hgbs-5,6,10,16,1e-12,3.788002111981825e-08,4.8246144745967e-08,True,success,active_tensor,,1220.0,906.0,314.0,82.34510612742856,14.569055769464066,67.77605035796466,4.0,16.0,6.0,10.0,60.0,0.5,20.651839826788,3.501123884929026,0.16953084636980545,0.13061171413527986,14.496513621585349,0.17697706060541166,0.034013015705866484,0.018725015674816502,0.0034370156437665183,0.034013015705866484,0.05089239585120621,0.0,0.0,2.0,True,0.7851408919670151,-0.1050524029828949
B-H_1.29_hgbs-5_as-006-012,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-012.tensors.npz,B-H,1.29,hgbs-5,6,12,18,1e-12,9.342596829498009e-08,4.47135389824993e-08,True,success,active_tensor,,1959.0,1470.0,489.0,92.71301465322391,19.604141099302865,73.10887355392123,4.0,18.0,6.0,12.0,72.0,0.47058823529411764,28.443968117648613,5.2478274249732575,0.1844970224712473,0.11077061564608566,15.519564610570221,0.22459257121415402,0.029931580704820725,0.025664003835158745,0.021396426965496762,0.029931580704820725,0.0825591502801532,0.0,0.0,2.0,True,2.089433545654855,0.32002856298175164
B-H_1.29_hgbs-5_as-006-014,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-014.tensors.npz,B-H,1.29,hgbs-5,6,14,20,1e-12,1.7912628091920626e-07,4.839851612814527e-07,True,success,active_tensor,,3018.0,2214.0,804.0,102.92746749770515,24.104710210833893,78.82275728687154,4.0,20.0,6.0,14.0,84.0,0.4421052631578947,35.82724138760842,6.568228098866054,0.1833305564278753,0.09593852920701493,16.38403534405569,0.25542020150482003,0.026395339146016075,0.02319600342973322,0.01999666771345037,0.026395339146016075,0.09258950714208367,0.0,0.0,4.0,True,0.37010696866187315,-0.4316727375936064
Be-Be_2.04_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-002.tensors.npz,Be-Be,2.04,hgbs-5,8,2,10,1e-12,4.698764710653336e-09,4.415439236460372e-09,True,success,active_tensor,,153.0,40.0,113.0,71.96855847038344,3.58776104703378,68.38079742334968,4.0,10.0,8.0,2.0,16.0,0.35555555555555557,3.9370931405960303,1.9685465702980154,0.14047849259975706,0.5000000000000001,6.391459466802412,0.31742264249698343,0.01768970582829377,0.008844852914146885,0.01768970582829377,0.0,0.37500000000000006,0.0,0.0,8.0,True,1.064166996536474,0.027009785838138005
Be-Be_2.04_hgbs-5_as-008-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-004.tensors.npz,Be-Be,2.04,hgbs-5,8,4,12,1e-12,9.107919751727422e-09,8.625814396090448e-09,True,success,active_tensor,,202.0,80.0,122.0,79.85055361501858,7.175522094067594,72.67503152095095,4.0,12.0,8.0,4.0,32.0,0.48484848484848486,7.874186281192102,1.9685465702980358,0.14047849259975706,0.2500000000000013,10.642964050109155,0.1811855354141533,0.0176897058282938,0.008844852914147766,0.0176897058282938,1.7295419847082234e-15,0.10000000000000156,0.0,0.0,10.0,True,1.055890995736644,0.02361908638571884
Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,1e-12,1.4689333782680336e-07,2.6708023459498523e-08,True,success,active_tensor,,385.0,248.0,137.0,92.81180559586579,14.329186993617736,78.48261860224801,4.0,14.0,8.0,6.0,48.0,0.5274725274725275,18.73536978921696,5.321315505475327,0.15531835864963994,0.2840251121457971,11.92371436270614,0.17940297026593754,0.14083013457495652,0.08773984365870109,0.034649552742445654,0.14083013457495652,0.16469596417009663,0.0,0.0,13.0,True,5.49997037592693,0.7403603502931322
Be-Be_2.04_hgbs-5_as-008-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-008.tensors.npz,Be-Be,2.04,hgbs-5,8,8,16,1e-12,1.476953450652019e-07,1.357650755151596e-07,True,success,active_tensor,,678.0,520.0,158.0,99.07600733973514,17.737730097828262,81.33827724190667,4.0,16.0,8.0,8.0,64.0,0.5333333333333333,24.036546918691556,5.51797402778376,0.14102710107052835,0.22956600407077665,14.256127854905168,0.17316149113292487,0.11950400465231618,0.06891034579503143,0.01831668693774668,0.11950400465231618,0.11950400465231618,0.0,0.0,12.0,True,1.0878743631583674,0.03657874229447549
Be-Be_2.04_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-010.tensors.npz,Be-Be,2.04,hgbs-5,8,10,18,1e-12,1.556830450111235e-07,1.3375730778530937e-07,True,success,active_tensor,,1109.0,880.0,229.0,104.94128848700336,20.20768465357488,84.73360383342808,4.0,18.0,8.0,10.0,80.0,0.5228758169934641,28.40279197502057,5.62771249141875,0.1386103800152326,0.19813941165953544,15.868890806486537,0.19961968798518911,0.10904379073281713,0.062299255375112904,0.015554720017408675,0.10904379073281713,0.09790683811697735,0.0,0.0,12.0,True,1.1639217893126752,0.06592379851738515
Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,20,1e-12,1.5342733483691973e-07,1.3069481441529973e-07,True,success,active_tensor,,1580.0,1240.0,340.0,111.251626076892,22.67763920932241,88.573986867569,4.0,20.0,8.0,12.0,96.0,0.5052631578947369,32.7690370313515,5.737450955053795,0.14334307785385986,0.17508756664300318,17.173373472892127,0.22811465222865807,0.10009552724691256,0.06052952239709049,0.020963517547268412,0.10009552724691256,0.08343062960333686,0.0,0.0,12.0,True,1.173935901920213,0.06964438464386614
Be-H_1.47_hgbs-5_as-001-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-001-003.tensors.npz,Be-H,1.47,hgbs-5,1,3,4,1e-12,2.475797344914099e-14,2.4535928844215963e-14,False,success,reconstructed_from_full_molecular_pickle,,12.0,5.0,7.0,2.0093311555114344,0.7136125474358378,1.2957186080755965,4.0,4.0,1.0,3.0,3.0,0.5,0.7475727590535405,0.7475727590535405,1.0,0.5578057354121999,2.8389339126975526,0.33559675388870486,0.3367086031183,0.3367086031183,,0.3367086031183,1.0,,0.0,0.0,False,,
Be-H_1.47_hgbs-5_as-003-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-003.tensors.npz,Be-H,1.47,hgbs-5,3,3,6,1e-12,3.533801029576011e-10,3.5402669684714283e-10,True,success,reconstructed_from_full_molecular_pickle,,41.0,27.0,14.0,8.48872272168315,2.017195598725368,6.471527122957784,4.0,6.0,3.0,3.0,9.0,0.6,2.311530438049915,1.29305139934557,0.36968023405616485,0.5593918981384609,5.366859195931146,0.1792152271025883,0.3390878472076913,0.19680409914596927,0.05452035108424726,0.3390878472076913,0.3390878472076913,0.0,0.0,3.0,True,0.9981736013263968,-0.0007939200938983571
Be-H_1.47_hgbs-5_as-003-005,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-005.tensors.npz,Be-H,1.47,hgbs-5,3,5,8,1e-12,7.122201717280061e-10,7.172934468613335e-10,True,success,reconstructed_from_full_molecular_pickle,,70.0,45.0,25.0,11.114146654765374,2.9518252929675812,8.16232136179779,4.0,8.0,3.0,5.0,15.0,0.5357142857142857,3.3591692060672713,1.3222111286568183,0.3638932435696587,0.39361254153814706,6.877576065708193,0.21461298449120367,0.2420156769226838,0.14392777113858596,0.04583986535448813,0.2420156769226838,0.19148338871752946,0.0,0.0,3.0,True,0.9929271971526765,-0.003082593432076112
Be-H_1.47_hgbs-5_as-003-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-007.tensors.npz,Be-H,1.47,hgbs-5,3,7,10,1e-12,9.787478605360887e-10,9.696070613074426e-10,True,success,active_tensor,,165.0,113.0,52.0,13.808749924674405,3.934578672031627,9.874171252642777,4.0,10.0,3.0,7.0,21.0,0.4666666666666667,4.62285027631396,1.642330705055143,0.3552636591909395,0.30834870527364394,7.858285654163249,0.26533787367596945,0.1930734894859179,0.1129844891361635,0.03289548878640911,0.1930734894859179,0.1940795739886743,0.0,0.0,2.0,True,1.0094273232873536,0.004075056086515714
Be-H_1.47_hgbs-5_as-005-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-007.tensors.npz,Be-H,1.47,hgbs-5,5,7,12,1e-12,1.9134339668269718e-09,1.0133842653914371e-09,True,success,active_tensor,,354.0,273.0,81.0,45.05915773729941,7.423537343954181,37.63562039334523,4.0,12.0,5.0,7.0,35.0,0.5303030303030303,8.76357957281833,3.2220583622200794,0.2188328889756753,0.3676646438190415,9.91657851266534,0.2337102186833761,0.2622754177888818,0.14290826450423794,0.023541111219594048,0.2622754177888818,0.2411975725828498,0.0,0.0,5.0,True,1.8881623014818323,0.27603932238178236
Be-H_1.47_hgbs-5_as-005-009,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-009.tensors.npz,Be-H,1.47,hgbs-5,5,9,14,1e-12,6.254790463344761e-09,5.750966369788557e-09,True,success,active_tensor,,757.0,575.0,182.0,53.79780770756377,10.901679601849386,42.89612810571433,4.0,14.0,5.0,9.0,45.0,0.4945054945054945,14.10396140150288,3.4211792658243816,0.21742993733476346,0.24256867758159278,11.831006460642842,0.2429978491873873,0.14788976227929188,0.0848385919738731,0.021787421668454328,0.14788976227929188,0.11633012384519156,0.0,0.0,5.0,True,1.0876068579018185,0.036471937366664445
Be-H_1.47_hgbs-5_as-005-011,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-011.tensors.npz,Be-H,1.47,hgbs-5,5,11,16,1e-12,9.581680449066713e-09,1.101663948954723e-08,True,success,active_tensor,,1232.0,877.0,355.0,63.66023386431723,14.379821859745668,49.28041200457155,4.0,16.0,5.0,11.0,55.0,0.4583333333333333,19.444343230190903,4.307539976205054,0.22153178048805525,0.18618783502071268,13.137226995186035,0.25381939153306443,0.10480661852278395,0.06586067206642647,0.026914725610069003,0.10480661852278395,0.11032203484349166,0.0,0.0,4.0,True,0.869746210553406,-0.060607454778511365
Be-H_1.47_hgbs-5_as-005-013,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-013.tensors.npz,Be-H,1.47,hgbs-5,5,13,18,1e-12,1.8275003288437123e-08,1.9166564113604068e-08,True,success,active_tensor,,1971.0,1375.0,596.0,73.40601495196388,18.17063943917453,55.23537551278933,4.0,18.0,5.0,13.0,65.0,0.42483660130718953,25.549070120157204,5.9097005387902675,0.2313078523404947,0.15744507860835696,13.889858211971806,0.28994468616649405,0.08723216849238671,0.06318349195900255,0.03913481542561839,0.08723216849238671,0.13522133388305654,0.0,0.0,4.0,True,0.9534835341440184,-0.020686802452415408
Be-H_1.47_hgbs-5_as-005-015,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-015.tensors.npz,Be-H,1.47,hgbs-5,5,15,20,1e-12,7.312344718624075e-08,3.620750721466948e-08,True,success,active_tensor,,3030.0,2034.0,996.0,87.02516684465267,24.199555736130474,62.82561110852226,4.0,20.0,5.0,15.0,75.0,0.39473684210526316,35.4533365417263,7.856274668510297,0.2215947900774858,0.12344211638214239,14.37271171695826,0.3319018257464264,0.06083083898086687,0.04391216328886207,0.02699348759685727,0.06083083898086687,0.13510532230831757,0.0,0.0,3.0,True,2.019565908050548,0.3052580308338607
BeH2_s-1.00_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-002-002.tensors.npz,BeH2,s-1.00,hgbs-5,2,2,4,1e-12,3.356681599342437e-11,3.356726008263422e-11,True,success,reconstructed_from_full_molecular_pickle,,12.0,6.0,6.0,3.369924618987218,0.5773778418993815,2.792546777087836,4.0,4.0,2.0,2.0,4.0,0.6666666666666666,0.5883980511614497,0.29419902558072486,0.5,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.9999867701680519,-5.7456810188348825e-06
BeH2_s-1.00_hgbs-5_as-002-004,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-002-004.tensors.npz,BeH2,s-1.00,hgbs-5,2,4,6,1e-12,6.804501406776353e-11,6.804234953250443e-11,True,success,reconstructed_from_full_molecular_pickle,,27.0,12.0,15.0,5.013749887440352,1.154755683799095,3.858994203641257,4.0,6.0,2.0,4.0,8.0,0.5333333333333333,1.176796102323251,0.5883980511616255,0.5,0.25000000000007466,5.333333333333336,0.16666666666671642,9.956315822324528e-14,4.978157911162264e-14,0.0,9.956315822324528e-14,0.25,0.0,0.0,0.0,True,1.000039159953726,1.7006618827733566e-05
BeH2_s-1.00_hgbs-5_as-004-004,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-004-004.tensors.npz,BeH2,s-1.00,hgbs-5,4,4,8,1e-12,9.388585464620292e-10,9.388605448634735e-10,True,success,reconstructed_from_full_molecular_pickle,,48.0,24.0,24.0,13.578500310932267,2.322211223467711,11.256289087464559,4.0,8.0,4.0,4.0,16.0,0.5714285714285714,2.4130523338521037,0.6181281157644264,0.2561602610489887,0.25000000000007805,7.997572012877629,0.009240391573522104,0.008213681398651654,0.004106840699377856,0.008213681398651654,1.0405718815688393e-13,0.008213681398651654,0.0,0.0,1.0,True,0.9999978714608306,-9.244137995964031e-07
BeH2_s-1.00_hgbs-5_as-004-006,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-004-006.tensors.npz,BeH2,s-1.00,hgbs-5,4,6,10,1e-12,9.80534986538828e-10,9.838373449255755e-10,True,success,active_tensor,,105.0,66.0,39.0,16.376549687492076,3.4578787241256546,12.918670963366434,4.0,10.0,4.0,6.0,24.0,0.5333333333333333,3.7533218943886926,0.9728302544427351,0.2591917991092477,0.1743238753039313,9.588175358596686,0.10827104482607847,0.012255732145663622,0.010722191255190607,0.012255732145663622,0.00918865036471759,0.07398974888655964,0.0,0.0,3.0,True,0.9966433898816909,-0.0014602093022418453
BeH2_s-1.00_hgbs-5_as-004-008,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-004-008.tensors.npz,BeH2,s-1.00,hgbs-5,4,8,12,1e-12,7.418856862173584e-09,8.313777222213048e-09,True,success,active_tensor,,266.0,154.0,112.0,22.5459938402521,5.7864179998000775,16.759575840452,4.0,12.0,4.0,8.0,32.0,0.48484848484848486,7.036203864923257,1.7781426380576488,0.25271334830447567,0.18091068553936152,10.375845204122278,0.21931303655177745,0.06389792633069885,0.033757862034999864,0.003617797739300875,0.06389792633069885,0.10325601796537079,0.0,0.0,2.0,True,0.8923569472551678,-0.04946139089889754
